pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_insol,pl_eqt,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist,sy_jmag,sy_hmag,sy_kmag
"Kepler-1859 b","Kepler-1859",2021,"Transit",2.72959995300,1.58313575,1056.1500,1455.00,0.01456000,2.7210000,5887.00,1.235000,1.090000,0.1600,1331.25000000,13.9940000,13.7100000,13.7140000
"Kepler-362 c","Kepler-362",2014,"Transit",37.86628100000,1.45000000,36.6670,543.00,0.04202000,4.7690000,5788.00,0.722000,0.904000,-0.1200,1090.51000000,13.3220000,12.9210000,12.7840000
"Kepler-1145 b","Kepler-1145",2016,"Transit",3.97076766000,1.40000000,198.4300,958.00,0.03492000,1.8140000,5064.00,0.750000,0.790000,-0.1300,691.96100000,13.9750000,13.4850000,13.3140000
"Kepler-1242 b","Kepler-1242",2016,"Transit",13.62798432000,2.26000000,28.9980,639.00,0.09128000,3.0471000,4895.00,0.740000,0.770000,-0.0500,687.61500000,13.9750000,13.3830000,13.3430000
"KOI-2513.01","KOI-2513",2023,"Transit",19.00547000000,2.80224517,78.1900,758.00,0.05424000,1.8430000,5900.00,1.200000,0.910000,-0.3700,1369.87000000,13.7570000,13.4530000,13.3670000
"Kepler-1302 b","Kepler-1302",2016,"Transit",8.83922659000,1.43000000,58.3440,778.00,0.03162000,1.8030000,5236.00,0.820000,0.860000,0.0400,634.58000000,13.6570000,13.2670000,13.1510000
"Kepler-401 b","Kepler-401",2014,"Transit",14.38303500000,1.71000000,254.2500,889.00,0.01785000,8.7290000,6117.00,1.333000,1.173000,0.0000,965.56000000,12.2770000,12.0650000,11.9870000
"Kepler-1876 b","Kepler-1876",2021,"Transit",6.99205000000,0.85300000,475.0000,1299.00,0.00334000,4.8420000,6104.00,1.477000,1.187000,0.0100,259.93500000,9.7710000,9.5260000,9.4720000
"Kepler-1691 b","Kepler-1691",2020,"Transit",3.84820000000,1.83470985,641.5300,1283.00,0.02039000,2.0130000,6000.00,1.131520,1.110000,0.1600,1267.67000000,13.8120000,13.5670000,13.4640000
"Kepler-1193 b","Kepler-1193",2016,"Transit",2.83265213400,1.32000000,1286.3860,1453.00,0.01147000,2.3844000,5908.00,1.210000,1.080000,0.1200,802.11600000,12.4250000,12.0900000,12.0650000
"Kepler-144 c","Kepler-144",2014,"Transit",10.10466500000,1.35000000,207.2470,1046.00,0.01144000,2.2780000,6075.00,1.235000,1.154000,-0.1848,384.91700000,11.0500000,10.8300000,10.7920000
"Kepler-519 b","Kepler-519",2016,"Transit",24.30789460000,2.10000000,19.8700,532.00,0.06956000,2.5981000,5260.00,0.800000,0.890000,0.0100,246.61000000,11.2580000,10.7930000,10.7610000
"Kepler-167 d","Kepler-167",2016,"Transit",21.80379000000,1.23800000,14.4890,538.00,0.02290000,3.5820000,4884.00,0.749000,0.777000,0.0200,341.90800000,12.4460000,11.9740000,11.8320000
"Kepler-395 c","Kepler-395",2014,"Transit",34.98926200000,1.32000000,2.1100,341.00,0.05930000,4.4590000,4262.00,0.556000,0.622827,-0.0200,421.38200000,13.8180000,13.1310000,12.9480000
"Kepler-206 b","Kepler-206",2014,"Transit",7.78198700000,1.20000000,192.2730,983.00,0.01069000,3.6440000,5764.00,1.185000,0.957000,0.0213,594.44700000,12.3300000,12.0480000,12.0010000
"Kepler-1091 b","Kepler-1091",2016,"Transit",1.43474156400,1.46000000,1740.8580,1664.00,0.02007000,1.8811000,5851.00,1.030000,1.010000,0.0000,914.29900000,13.4670000,13.0900000,13.0590000
"Kepler-380 b","Kepler-380",2014,"Transit",3.93082100000,1.19000000,808.0930,1317.00,0.01014000,2.9620000,6045.00,1.224000,0.990000,-0.1600,813.71300000,12.6140000,12.3500000,12.2890000
"Kepler-1267 b","Kepler-1267",2016,"Transit",13.03139450000,3.01000000,86.4690,774.00,0.05733000,4.2520000,6096.00,1.200000,1.150000,0.0700,1379.43000000,14.4110000,14.0920000,13.9370000
"Kepler-1282 b","Kepler-1282",2016,"Transit",2.13194651300,1.55000000,672.5320,1418.00,0.02694000,1.8179000,5504.00,0.890000,0.920000,0.0100,1103.29000000,14.3180000,13.9410000,13.8520000
"Kepler-1353 b","Kepler-1353",2016,"Transit",24.75439660000,1.80000000,10.7670,491.00,0.06146000,3.5320000,4776.00,0.720000,0.760000,-0.0600,593.38400000,13.8500000,13.2810000,13.1410000
"Kepler-116 c","Kepler-116",2014,"Transit",13.07163000000,2.30000000,208.9820,964.00,0.02446000,3.0240000,6142.00,1.454000,1.198000,0.0700,955.16800000,12.7030000,12.4860000,12.3830000
"Kepler-145 b","Kepler-145",2013,"Transit",22.95100000000,2.65000000,154.7050,873.00,0.01298000,4.4814000,6022.00,1.850000,1.320000,-0.0014,566.85000000,10.9130000,10.6930000,10.6280000
"Kepler-619 d","Kepler-619",2023,"Transit",11.67894236000,4.17000000,112.0700,830.00,0.11851000,1.2641000,6122.00,0.964000,1.041000,-0.1800,900.67800000,13.5790000,13.2630000,13.2910000
"Kepler-403 b","Kepler-403",2014,"Transit",7.03146200000,1.25000000,689.4570,1194.00,0.00854000,5.8480000,6090.00,1.329000,1.299000,0.0790,840.26900000,11.8300000,11.5750000,11.5370000
"Kepler-957 b","Kepler-957",2016,"Transit",5.90741353700,5.50000000,124.9110,769.00,0.53830000,1.0864000,4963.00,0.750000,0.810000,-0.0100,824.68800000,14.0610000,13.6420000,13.4530000
"Kepler-85 b","Kepler-85",2012,"Transit",8.30000000000,1.77800000,107.0280,809.00,0.04022000,3.8786000,5505.20,0.875000,0.928000,0.1200,765.02500000,13.5520000,13.1920000,13.0830000
"Kepler-36 c","Kepler-36",2012,"Transit",16.21865000000,3.67900000,191.0000,928.00,0.04253000,7.4600000,5979.00,1.634000,1.034000,-0.1800,527.95600000,11.1240000,10.8500000,10.7880000
"Kepler-510 b","Kepler-510",2016,"Transit",19.55659418000,2.47000000,114.3890,797.00,0.02981000,8.0855000,5746.00,1.410000,0.910000,-0.3500,386.17700000,10.8360000,10.4860000,10.4460000
"Kepler-1250 b","Kepler-1250",2016,"Transit",2.60754383400,1.92000000,1866.1930,1431.00,0.03515000,1.4646000,5717.00,0.980000,0.990000,0.0400,2126.85000000,14.4320000,14.1400000,14.0080000
"Kepler-285 c","Kepler-285",2014,"Transit",6.18667600000,1.12000000,137.0680,851.00,0.02026000,2.9080000,5411.00,0.808000,0.915000,0.1700,824.31000000,13.8870000,13.4350000,13.3190000
"Kepler-161 c","Kepler-161",2014,"Transit",7.06424000000,2.05000000,76.2010,769.00,0.07330000,1.3510000,5078.00,0.806000,0.853000,0.2400,434.63200000,12.7670000,12.3290000,12.2460000
"Kepler-187 b","Kepler-187",2014,"Transit",4.93886400000,1.41000000,902.2390,1244.00,0.01235000,4.2790000,6105.00,1.287000,1.081000,-0.0400,1143.00000000,12.9560000,12.6150000,12.5660000
"Kepler-1880 b","Kepler-1880",2021,"Transit",6.30921983700,2.11686218,31.7300,606.00,0.06912000,1.2831000,4380.00,0.530000,0.524000,-0.9200,611.04100000,14.1570000,13.5330000,13.4390000
"Kepler-367 b","Kepler-367",2014,"Transit",37.81572400000,1.30000000,5.9850,401.00,0.02758000,4.6310000,4710.00,0.695000,0.768000,0.1974,188.02700000,11.2430000,10.7520000,10.6740000
"Kepler-384 b","Kepler-384",2014,"Transit",22.59705300000,1.12000000,101.5490,670.00,0.01429000,6.0310000,5577.00,0.882000,0.882000,-0.2900,895.67800000,12.4190000,12.0820000,12.0380000
"Kepler-1842 b","Kepler-1842",2021,"Transit",14.02639961000,2.35388681,108.0700,822.00,0.04036000,1.2808000,5970.00,1.131000,1.057000,0.0600,923.55100000,13.5180000,13.2200000,13.1040000
"Kepler-172 d","Kepler-172",2014,"Transit",14.62711900000,2.25000000,75.2900,736.00,0.03964000,3.5410000,5526.00,1.085000,1.081000,0.3900,828.59200000,13.1700000,12.8830000,12.7930000
"Kepler-1272 b","Kepler-1272",2016,"Transit",51.13097040000,2.37000000,34.4330,542.00,0.03823000,5.9950000,5926.00,1.090000,1.060000,0.0600,1206.37000000,13.2070000,12.8990000,12.8880000
"Kepler-1994 b","Kepler-1994",2023,"Transit",4.61225043000,0.51000000,268.2700,1032.00,0.00291000,2.6950000,5495.00,0.961000,0.932000,0.1600,241.99100000,10.6150000,10.2750000,10.1850000
"Kepler-1312 b","Kepler-1312",2016,"Transit",5.44832528600,2.10000000,219.1170,978.00,0.05294000,2.2251000,5719.00,0.920000,0.990000,-0.0200,299.10400000,11.3230000,10.9470000,10.9070000
"Kepler-1336 b","Kepler-1336",2016,"Transit",23.19868100000,1.98000000,103.7200,793.00,0.02247000,9.7290000,5512.00,1.300000,0.940000,0.0500,1126.64000000,12.8190000,12.4230000,12.3660000
"Kepler-1829 b","Kepler-1829",2021,"Transit",5.18671989400,2.47887001,129.3700,860.00,0.07127000,0.8023000,5230.00,0.777000,0.873000,0.0000,679.92100000,13.6240000,13.1560000,13.0810000
"Kepler-1313 b","Kepler-1313",2016,"Transit",3.83309117800,1.76000000,227.1980,1012.00,0.04614000,1.3720000,5453.00,0.850000,0.920000,0.0000,174.23400000,10.5220000,10.1300000,10.0880000
"Kepler-114 d","Kepler-114",2013,"Transit",11.77600000000,2.53000000,31.0160,446.00,0.14291000,2.9021000,4660.00,0.540000,0.560000,0.2291,259.53300000,12.0350000,11.4690000,11.3660000
"Kepler-293 c","Kepler-293",2014,"Transit",54.15574300000,3.83000000,7.2870,466.00,0.11098000,4.6080000,5804.00,0.957000,0.934000,0.1000,974.63300000,14.0980000,13.7810000,13.6610000
"Kepler-370 c","Kepler-370",2014,"Transit",19.02293000000,1.91000000,54.1970,647.00,0.04016000,3.4180000,5852.00,0.900000,0.982000,0.1323,1167.94000000,13.9770000,13.6500000,13.5500000
"Kepler-1142 b","Kepler-1142",2016,"Transit",18.30272480000,1.47000000,147.8170,902.00,0.01867000,8.1640000,5685.00,0.960000,0.970000,0.0200,1273.51000000,13.0310000,12.6720000,12.6480000
"Kepler-1808 b","Kepler-1808",2021,"Transit",23.34040070000,3.02511302,30.9400,601.00,0.06151000,2.1355000,5530.00,0.892000,0.773000,-0.3400,1022.01000000,13.9530000,13.5680000,13.4900000
"Kepler-1682 b","Kepler-1682",2020,"Transit",14.83340000000,2.88940836,54.7400,694.00,0.09647000,4.4360000,5619.12,0.842301,0.990000,-0.0480,1159.85000000,14.4290000,14.0770000,14.0870000
"Kepler-1811 b","Kepler-1811",2021,"Transit",76.42230225000,3.84829873,10.1100,455.00,0.05784000,8.0660000,5561.00,1.190000,0.946000,0.1600,1390.56000000,14.0200000,13.6170000,13.6060000
"Kepler-1885 b","Kepler-1885",2021,"Transit",2.52255988100,1.51110555,499.0700,1205.00,0.02102000,1.4060000,5591.00,0.860000,0.977000,0.0700,818.48200000,13.5260000,13.1910000,13.1090000
"Kepler-349 c","Kepler-349",2014,"Transit",12.24762900000,1.96000000,94.4910,763.00,0.04697000,3.2780000,5956.00,0.927000,1.083000,0.1509,940.72400000,13.5840000,13.2830000,13.1760000
"Kepler-1155 b","Kepler-1155",2016,"Transit",33.46974300000,2.03000000,32.5200,609.00,0.03707000,4.5130000,5842.00,1.030000,1.030000,0.0400,1128.72000000,13.5870000,13.2540000,13.1840000
"Kepler-481 b","Kepler-481",2016,"Transit",10.06082567000,2.50000000,183.8420,899.00,0.04602000,4.5782000,5802.00,1.090000,1.010000,0.0300,813.72400000,12.7240000,12.4000000,12.3830000
"Kepler-1162 b","Kepler-1162",2016,"Transit",32.56370690000,2.21000000,12.2450,490.00,0.05783000,5.5480000,5390.00,0.840000,0.890000,-0.0300,940.21100000,14.1780000,13.7600000,13.7530000
"Kepler-1163 b","Kepler-1163",2016,"Transit",6.11786898000,1.03000000,511.7570,1211.00,0.00594000,3.4700000,6302.00,1.350000,1.220000,0.0200,478.64700000,11.2530000,10.9820000,10.9710000
"Kepler-530 b","Kepler-530",2016,"Transit",39.30941904000,3.01000000,14.2380,488.00,0.11321000,5.7832000,5697.00,0.890000,0.970000,-0.0800,457.70900000,12.3030000,11.9390000,11.9000000
"Kepler-292 b","Kepler-292",2014,"Transit",2.58082700000,1.32000000,394.3010,1130.00,0.02702000,2.0920000,5299.00,0.826000,0.865000,0.0400,1056.48000000,14.5370000,14.0770000,13.9700000
"Kepler-1816 b","Kepler-1816",2021,"Transit",91.50099945000,1.96793970,2.0000,310.00,0.07048000,4.8420000,5051.00,0.706000,0.786000,-0.2400,437.82300000,13.0420000,12.5550000,12.5270000
"Kepler-1819 b","Kepler-1819",2021,"Transit",16.48690033000,3.90351256,78.9900,760.00,0.09879000,1.4310000,6090.00,1.071000,1.173000,0.2100,1363.19000000,14.1720000,13.8560000,13.8420000
"Kepler-85 d","Kepler-85",2014,"Transit",17.91323000000,1.20000000,38.3900,626.00,0.01978000,4.5100000,5436.00,0.893000,0.947000,0.1200,765.02500000,13.5520000,13.1920000,13.0830000
"Kepler-357 d","Kepler-357",2014,"Transit",49.49987500000,3.43000000,4.6190,402.00,0.09652000,6.5940000,5036.00,0.834000,0.794000,0.0600,688.57300000,13.9910000,13.5140000,13.4080000
"Kepler-1692 b","Kepler-1692",2020,"Transit",5.95966000000,1.11177184,153.4800,897.00,0.01288000,2.8960000,5146.00,0.866139,0.870000,0.3600,591.01900000,13.1760000,12.7930000,12.6580000
"Kepler-1390 b","Kepler-1390",2016,"Transit",6.48021673000,1.18000000,171.1330,934.00,0.01420000,3.2110000,5753.00,0.980000,0.980000,-0.0100,723.43100000,13.1780000,12.8200000,12.7640000
"Kepler-355 b","Kepler-355",2014,"Transit",11.03189000000,1.46000000,154.8030,840.00,0.01823000,4.9350000,6184.00,1.066000,0.933000,-0.0600,1432.17000000,14.0070000,13.5920000,13.6730000
"Kepler-331 b","Kepler-331",2014,"Transit",8.45749600000,1.82000000,35.9840,540.00,0.15176000,2.3040000,4347.00,0.492000,0.653000,0.1179,580.11900000,14.0820000,13.5120000,13.3430000
"Kepler-350 c","Kepler-350",2013,"Transit",17.84900000000,3.10000000,138.4150,888.00,0.03912000,5.8919000,6492.30,1.250000,1.000000,0.0410,956.85900000,12.7180000,12.4500000,12.3930000
"Kepler-55 c","Kepler-55",2012,"Transit",42.15164180000,2.21000000,3.8400,349.00,0.08955000,5.0617000,4362.00,0.580000,0.620000,-0.0100,578.79600000,13.9700000,13.3590000,13.2890000
"Kepler-1370 b","Kepler-1370",2016,"Transit",20.26416840000,1.84000000,132.5870,770.00,0.01918000,4.2850000,6202.00,1.290000,1.190000,0.0500,1004.10000000,12.6810000,12.4210000,12.3490000
"Kepler-417 b","Kepler-417",2014,"Transit Timing Variations",12.33100000000,2.31000000,43.6240,671.00,0.08722000,3.0549000,5177.00,0.806000,0.900000,-0.2040,973.98900000,14.4260000,13.9580000,13.9220000
"Kepler-363 c","Kepler-363",2014,"Transit",7.54242700000,1.69000000,376.2900,1054.00,0.01325000,4.9000000,5593.00,1.485000,1.226000,0.3965,762.59600000,12.1110000,11.7550000,11.6970000
"Kepler-1032 b","Kepler-1032",2016,"Transit",3.29011795300,1.87000000,176.1440,802.00,0.07069000,1.5469000,4647.00,0.710000,0.770000,0.1600,673.01000000,13.9260000,13.3610000,13.3010000
"Kepler-272 b","Kepler-272",2014,"Transit",2.97135300000,1.43000000,801.7410,1200.00,0.02333000,2.6480000,5297.00,0.929000,0.910000,0.0400,889.60800000,13.1590000,12.8330000,12.7080000
"Kepler-970 b","Kepler-970",2016,"Transit",16.73652500000,2.60900000,11.1110,464.00,0.12892000,2.2000000,4290.00,0.710000,0.670000,0.0400,331.54500000,12.9800000,12.3550000,12.2150000
"Kepler-1375 b","Kepler-1375",2016,"Transit",3.30041920000,1.74000000,2948.3620,1543.00,0.00988000,4.4980000,6704.00,1.780000,1.470000,0.0900,1430.84000000,12.6600000,12.4590000,12.3620000
"Kepler-125 c","Kepler-125",2014,"Transit",5.77446400000,0.74000000,16.8100,529.00,0.02653000,1.8780000,3810.00,0.512000,0.542101,-0.1400,183.36500000,12.4840000,11.8690000,11.6820000
"Kepler-1130 d","Kepler-1130",2021,"Transit",4.27225017500,0.64472273,221.4000,981.00,0.00524000,2.1432000,5450.00,0.842000,0.944000,0.1000,249.34300000,11.1370000,10.7350000,10.6620000
"TOI-4443.01","TOI-4443",2024,"Transit",1.84985670000,1.71932650,1194.2104,1638.82,0.01954102,2.5182760,5834.00,1.017330,1.049133,,56.07390000,7.3120000,7.0590000,7.0100000
"Kepler-1059 b","Kepler-1059",2016,"Transit",3.76419104800,1.73000000,174.0740,908.00,0.05987000,2.0596000,4906.00,0.720000,0.750000,-0.1500,713.16700000,13.9930000,13.4270000,13.3510000
"Kepler-237 b","Kepler-237",2014,"Transit",4.71510600000,1.41000000,124.9610,823.00,0.04175000,2.3510000,4861.00,0.725000,0.696000,0.2200,657.82200000,13.7490000,13.2230000,13.1720000
"Kepler-107 c","Kepler-107",2014,"Transit",4.90145200000,1.59700000,602.0000,1378.00,0.01396000,4.2690000,5854.00,1.447000,1.238000,0.3210,525.99700000,11.3920000,11.1140000,11.0600000
"Kepler-107 b","Kepler-107",2014,"Transit",3.18002180000,1.53600000,1073.0000,1592.00,0.01219000,3.6330000,5854.00,1.447000,1.238000,0.3210,525.99700000,11.3920000,11.1140000,11.0600000
"Kepler-127 d","Kepler-127",2014,"Transit",48.63040800000,2.64000000,31.5190,590.00,0.03524000,7.0180000,6106.00,1.359000,1.248000,0.2142,352.79400000,10.5360000,10.3000000,10.2340000
"Kepler-275 d","Kepler-275",2014,"Transit",35.67606200000,3.33000000,50.7000,671.00,0.04712000,7.6340000,6165.00,1.383000,1.189000,0.0800,2034.25000000,14.2770000,14.0270000,13.9570000
"Kepler-335 b","Kepler-335",2014,"Transit",6.56233100000,3.39000000,721.1240,1290.00,0.02697000,4.0350000,5877.00,1.854000,1.367000,0.2780,1278.97000000,12.8480000,12.5740000,12.4960000
"Kepler-344 b","Kepler-344",2014,"Transit",21.96394500000,2.61000000,27.3270,643.00,0.06934000,2.6760000,5774.00,0.976000,0.931000,0.0399,1002.94000000,14.0820000,13.7090000,13.6600000
"Kepler-969 b","Kepler-969",2016,"Transit",34.17317140000,2.07000000,10.1660,465.00,0.06309000,4.4751000,5214.00,0.820000,0.920000,0.2200,390.35400000,12.4130000,11.9760000,11.8970000
"Kepler-329 c","Kepler-329",2014,"Transit",18.68473700000,1.93000000,11.8690,402.00,0.12515000,3.9480000,4257.00,0.523000,0.602000,-0.4400,439.71900000,13.5130000,12.8450000,12.6930000
"Kepler-325 b","Kepler-325",2014,"Transit",4.54443900000,2.91000000,210.5540,1017.00,0.09072000,1.7560000,5752.00,1.003000,0.914000,0.0200,823.24200000,13.8060000,13.4000000,13.3510000
"Kepler-1800 b","Kepler-1800",2021,"Transit",4.56202983900,0.99679734,242.0000,1533.00,0.00816000,2.8521000,5343.00,2.506000,1.330000,0.0800,350.45500000,11.7800000,11.3870000,11.2790000
"Kepler-365 b","Kepler-365",2014,"Transit",10.66490300000,2.04000000,132.1500,865.00,0.02926000,3.2930000,6012.00,1.048000,1.020000,-0.2180,1038.99000000,13.4840000,13.1550000,13.1450000
"Kepler-1069 b","Kepler-1069",2016,"Transit",23.89902960000,1.60000000,78.1750,823.00,0.02691000,15.7220000,5722.00,0.980000,0.990000,0.0400,695.96700000,11.9450000,11.6280000,11.5380000
"Kepler-345 b","Kepler-345",2014,"Transit",7.41556300000,0.74000000,35.3700,622.00,0.01669000,1.9710000,4504.00,0.623000,0.610000,0.1905,260.00000000,12.3090000,11.6650000,11.5510000
"Kepler-382 c","Kepler-382",2014,"Transit",12.16270100000,1.59000000,124.7430,882.00,0.03063000,1.9580000,5600.00,0.945000,1.002000,0.0820,935.44600000,13.4030000,12.9530000,12.8900000
"Kepler-544 b","Kepler-544",2016,"Transit",21.41616926000,2.12000000,126.0310,748.00,0.03145000,7.0890000,6206.00,1.220000,1.160000,0.0200,963.18000000,12.5780000,12.3180000,12.2890000
"Kepler-1912 b","Kepler-1912",2021,"Transit",6.05921983700,1.35670508,201.8000,976.00,0.01582000,1.2680000,5734.00,0.962000,0.977000,0.0400,297.01700000,11.1330000,10.8420000,10.7990000
"Kepler-240 c","Kepler-240",2014,"Transit",7.95352800000,2.20000000,59.8380,696.00,0.09616000,2.5980000,4985.00,0.739000,0.868000,0.4100,746.92700000,14.1130000,13.6060000,13.4640000
"Kepler-332 c","Kepler-332",2014,"Transit",15.99562200000,1.09000000,19.9860,550.00,0.02217000,3.3790000,4955.00,0.720000,0.743000,-0.1300,344.19000000,12.5580000,12.0730000,11.9740000
"Kepler-207 b","Kepler-207",2014,"Transit",1.61186500000,1.57000000,4097.3180,1930.00,0.00956000,2.9990000,5920.00,1.588000,1.313000,0.2900,875.51900000,12.1000000,11.8410000,11.8050000
"Kepler-219 c","Kepler-219",2014,"Transit",22.71461300000,3.58000000,54.1050,766.00,0.05686000,5.8080000,5786.00,1.491000,1.164000,0.3600,787.07000000,12.6780000,12.4000000,12.3890000
"Kepler-223 c","Kepler-223",2014,"Transit",9.84564000000,3.44000000,302.4740,947.00,0.04367000,5.7471000,5803.00,1.720000,1.125000,0.1000,1859.71000000,14.0950000,13.7270000,13.6330000
"Kepler-402 e","Kepler-402",2014,"Transit",11.24286100000,1.46000000,157.4810,931.00,0.01417000,4.1940000,6090.00,1.264000,1.072000,-0.0800,625.33900000,12.3030000,12.0820000,11.9930000
"Kepler-1895 b","Kepler-1895",2021,"Transit",6.07029008900,2.11934728,91.4500,789.00,0.03441000,1.2900000,5076.00,0.763000,0.860000,0.1000,984.18700000,13.9920000,13.4700000,13.4410000
"Kepler-1909 b","Kepler-1909",2021,"Transit",2.39160990700,1.09217411,266.0100,1031.00,0.01892000,1.9160000,4935.00,0.685000,0.663000,-0.4200,763.66200000,14.2230000,13.6490000,13.5580000
"Kepler-656 c","Kepler-656",2023,"Transit",5.25449393000,1.41000000,213.2500,975.00,0.01690000,3.0780000,5550.00,0.954000,1.050000,0.4600,890.35200000,14.0540000,13.6160000,13.5030000
"Kepler-1953 b","Kepler-1953",2021,"Transit",6.24565982800,1.28574667,67.6200,731.00,0.02120000,2.3720000,4858.00,0.707000,0.786000,-0.0200,605.63100000,13.8630000,13.2810000,13.1630000
"Kepler-168 c","Kepler-168",2014,"Transit",13.19324200000,2.69000000,169.0020,862.00,0.05857000,4.9360000,6282.00,1.107000,1.113000,0.0900,1343.60000000,13.4900000,13.2570000,13.2060000
"Kepler-634 b","Kepler-634",2016,"Transit",5.16950177000,1.89000000,808.8440,1309.00,0.02106000,4.5070000,6075.00,1.240000,1.030000,-0.1800,888.02700000,12.5110000,12.2200000,12.1600000
"TOI-663 c","TOI-663",2024,"Transit",4.69555070000,2.26000000,22.3000,553.00,0.19691017,2.1638721,3681.00,0.512000,0.514000,0.0700,64.23080000,10.4480000,9.8280000,9.6070000
"Kepler-238 d","Kepler-238",2014,"Transit",13.23354900000,3.07000000,213.4800,888.00,0.05046000,6.6420000,5751.00,1.430000,1.229000,0.3400,1798.75000000,13.8940000,13.5450000,13.5120000
"Kepler-224 d","Kepler-224",2014,"Transit",11.34939300000,2.30000000,36.2930,610.00,0.13899000,3.1140000,5018.00,0.676000,0.777000,-0.0600,782.08800000,14.2120000,13.7220000,13.7030000
"Kepler-30 b","Kepler-30",2012,"Transit",29.33434000000,3.90000000,16.3790,524.00,0.16500000,4.8000000,5498.00,0.950000,0.990000,0.1800,914.22100000,13.9970000,13.6180000,13.5810000
"Kepler-1977 b","Kepler-1977",2023,"Transit",4.53702121000,1.66000000,95.6100,798.00,0.05044000,1.8130000,4805.00,0.688000,0.769000,-0.0600,592.71100000,14.0580000,13.4600000,13.3580000
"Kepler-1499 b","Kepler-1499",2016,"Transit",44.20080000000,1.19000000,7.3710,409.00,0.02356000,4.6780000,5097.00,0.780000,0.820000,-0.0100,309.86900000,12.0160000,11.5510000,11.4550000
"Kepler-850 b","Kepler-850",2016,"Transit",7.19303878000,1.78000000,329.2830,995.00,0.02553000,3.4350000,5932.00,1.090000,1.060000,0.0300,1661.28000000,14.3720000,14.0760000,13.9870000
"Kepler-851 b","Kepler-851",2016,"Transit",8.50699658000,1.68000000,103.8280,900.00,0.02955000,3.0260000,5455.00,0.850000,0.890000,-0.0700,839.25500000,13.8760000,13.4780000,13.3920000
"TOI-3785 b","TOI-3785",2023,"Transit",4.67473730000,5.14000000,19.1000,582.00,0.92540000,1.7000000,3576.00,0.500000,0.520000,0.0990,79.76340000,11.0510000,10.3870000,10.1650000
"Kepler-241 c","Kepler-241",2014,"Transit",36.06597800000,2.57000000,5.8800,397.00,0.15638000,4.2730000,4699.00,0.668000,0.671000,0.0310,512.00000000,13.6080000,13.0640000,12.8810000
"Kepler-249 b","Kepler-249",2014,"Transit",3.30653900000,1.09000000,24.2600,554.00,0.05092000,1.7670000,3568.00,0.482000,0.510238,-0.3400,190.40100000,12.8360000,12.1500000,11.9660000
"Kepler-325 d","Kepler-325",2014,"Transit",38.71518500000,2.79000000,12.0830,498.00,0.08795000,3.4580000,5752.00,1.003000,0.914000,0.0200,823.24200000,13.8060000,13.4000000,13.3510000
"Kepler-149 b","Kepler-149",2014,"Transit",29.19894300000,4.21000000,23.6400,540.00,0.20472000,5.0740000,5381.00,0.953000,1.013000,0.3805,571.03400000,12.6940000,12.2740000,12.1840000
"Kepler-1473 b","Kepler-1473",2016,"Transit",14.42735510000,1.19000000,111.0110,783.00,0.01170000,3.8900000,6046.00,1.090000,1.090000,-0.0100,652.25300000,12.3460000,12.1030000,12.0090000
"Kepler-1501 b","Kepler-1501",2016,"Transit",14.55645330000,1.56000000,100.0010,787.00,0.01038000,4.5700000,6229.00,1.300000,1.200000,0.0400,749.06000000,12.6610000,12.4150000,12.3640000
"EPIC 212737443 c","EPIC 212737443",2019,"Transit",65.55000000000,2.69000000,,316.00,0.11000000,4.6080000,4684.00,0.673000,0.690000,-0.1370,336.25000000,12.8240000,12.2390000,12.1600000
"Kepler-476 b","Kepler-476",2016,"Transit",14.00640607000,3.08000000,100.0900,807.00,0.07164000,4.6809000,5837.00,1.090000,1.030000,0.0400,813.53500000,12.6730000,12.3580000,12.2970000
"Kepler-838 b","Kepler-838",2016,"Transit",15.74957994000,2.73000000,61.0890,777.00,0.06595000,4.6942000,5770.00,0.960000,0.980000,-0.0600,1104.04000000,14.1860000,13.8550000,13.7610000
"TRAPPIST-1 b","TRAPPIST-1",2016,"Transit",1.51082600000,1.11600000,4.1530,397.60,0.73780000,0.6010000,2566.00,0.119200,0.089800,0.0520,12.42988881,11.3540000,10.7180000,10.2960000
"Kepler-1949 b","Kepler-1949",2021,"Transit",2.20828008700,2.21964541,2016.2500,1709.00,0.00879000,2.8410000,6028.00,1.454000,1.194000,0.1400,2617.35000000,14.0290000,13.7290000,13.6940000
"Kepler-1993 b","Kepler-1993",2023,"Transit",26.65657370000,4.15000000,157.4500,903.00,0.01634000,4.9540000,5159.00,3.062000,1.373000,-0.0400,1031.91000000,11.7180000,11.2490000,11.1360000
"Kepler-1954 b","Kepler-1954",2021,"Transit",5.88343000400,1.80235934,192.0900,949.00,0.02177000,2.4660000,5840.00,0.849000,0.942000,-0.2400,1373.83000000,14.3970000,14.0660000,13.9780000
"Kepler-238 e","Kepler-238",2013,"Transit",23.65400000000,5.60000000,98.4610,731.00,0.33418000,8.2183000,5800.00,0.960000,1.060000,0.3400,1798.75000000,13.8940000,13.5450000,13.5120000
"Kepler-1917 b","Kepler-1917",2021,"Transit",12.90240002000,1.88971288,48.9900,675.00,0.03544000,2.4460000,5530.00,0.788000,0.882000,-0.2200,909.03700000,14.1060000,13.6830000,13.5090000
