toi,toipfx,tfopwg_disp,pl_pnum,st_tmag,ra,dec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_rad
"2269.02","2269","PC",2,11.9521000,264.1478960,77.1262160,2.8411415,1.1740000,530.0000000,1.4216200,35.9524000,682.0000000,3872.0000000,0.5500000
"2269.03","2269","PC",3,11.9521000,264.1478960,77.1262160,10.4029111,1.3721731,824.1851185,1.8465904,10.4421274,458.4764117,3872.0000000,0.5484840
"2273.01","2273","PC",1,8.7558400,81.2402210,79.7493400,46.5710978,6.1832559,328.3531481,2.1305645,27.1915284,582.4091030,6495.0000000,1.1508300
"2274.02","2274","PC",2,10.3543000,277.4593110,40.5414120,1.1188024,1.1190000,427.0000000,1.4400900,247.1750000,1104.0000000,3943.0000000,0.6300000
"2275.01","2275","PC",1,11.4208000,234.5122990,69.0175310,20.1546939,1.3244754,1039.4977103,2.3244125,14.1253091,494.4464236,4863.0000000,0.7123880
"2276.01","2276","PC",1,8.9072000,261.8367630,58.2143520,76.8663962,6.7753035,341.5578492,1.9249103,5.1039406,383.3506039,5482.0200000,0.8770420
"2278.01","2278","PC",1,12.4199000,289.5133380,56.2367790,1.4663344,0.4470000,920.0000000,1.8712400,40.7842000,704.0000000,3412.0000000,0.3200000
"2279.01","2279","PC",1,10.2455000,255.2457950,45.3862830,3.1434463,1.5010000,803.0000000,2.3413200,301.5990000,1160.0000000,4962.0000000,0.7900000
"2282.01","2282","PC",1,9.2973500,294.3760520,74.7823100,12.5520766,6.8268193,202.0868952,2.8228669,495.3032121,1203.1992033,7020.0000000,1.8450500
"2287.01","2287","PC",1,8.5709000,222.7507900,85.8953910,11.8120707,3.3324162,189.0275560,1.7481305,154.3200348,898.9288685,6037.0000000,1.2010500
"2288.01","2288","PC",1,12.7090000,251.1191800,60.0860430,8.9172211,2.6426767,2147.0816912,2.7931797,17.1075621,518.7006367,4066.0000000,0.6052430
"2289.01","2289","PC",1,10.0011000,255.0975570,39.7302500,63.3954500,5.1295954,851.8694759,3.3507179,10.0390505,453.9864688,5717.0000000,1.0149601
"2290.01","2290","PC",1,11.1079000,321.5995820,68.6405310,0.3862197,0.9122445,437.6381201,1.1988782,873.6229278,1386.5985937,3863.0000000,0.5663040
"2291.01","2291","PC",1,11.9959000,304.2990530,65.8715590,9.4058770,1.5560322,1425.9330181,1.9775960,9.8226818,451.5202868,3869.0000000,0.4757010
"2292.01","2292","PC",1,10.8746000,304.2666360,65.1538440,7.0767314,2.4440000,630.0000000,2.4422000,106.2050000,894.0000000,5781.0000000,1.0000000
"2293.01","2293","PC",1,11.8140000,115.5933770,70.4040760,6.0683318,1.9825707,1742.7332385,2.1199939,15.1794104,503.4234887,3668.0000000,0.4993760
"2297.01","2297","PC",1,11.6702000,250.7398920,76.4495870,22.0487750,3.8087167,540.6928554,1.9509885,15.3309639,504.6753756,4836.0000000,0.7944350
"2300.01","2300","PC",1,11.8231000,297.4161870,68.8833540,4.8566656,2.5858810,1163.8416088,3.2987328,179.2788125,933.2585799,5607.0000000,0.7968920
"2300.02","2300","PC",2,11.8231000,297.4161870,68.8833540,15.4432661,3.8493075,4652.0195560,5.7063938,38.3407878,634.6510571,5607.0000000,0.7968920
"2301.01","2301","PC",1,8.3687200,228.5686220,51.4688460,6.0541622,4.5920000,255.0000000,4.0162300,11299.9000000,2872.0000000,6187.0000000,1.6100000
"2304.01","2304","PC",1,10.2356000,339.4362610,-30.6082820,9.4070515,2.6715391,967.7626685,3.9938238,237.6137635,1001.3540250,6223.0000000,1.2331001
"2309.01","2309","PC",1,10.0596000,2.9448220,-68.5701200,20.2656358,6.4172007,802.3053384,4.0304200,108.2477155,822.6676779,6276.1000000,1.3761700
"2324.01","2324","PC",1,9.1442500,337.8870710,-23.1650500,1.0371672,2.8975230,273.6030339,2.3028811,29027.9140139,3636.4037482,6413.0000000,1.5000000
"2327.01","2327","PC",1,9.4088000,103.4221490,-73.0757130,82.7899763,5.8475847,1017.8544172,3.1369358,6.4591290,406.5961278,6115.0000000,0.9577720
"2348.01","2348","PC",1,11.6884000,86.2546780,-13.3266170,1.2043785,1.0470000,1170.0000000,4.9850000,1124.6000000,1613.0000000,6595.0000000,1.3800000
"2350.02","2350","PC",2,10.6477000,97.4081220,-21.9943850,4.8714085,2.6430000,1180.0000000,3.8394000,350.4760000,1205.0000000,5484.0000000,1.0800000
"2352.01","2352","PC",1,11.0863000,87.3732850,-25.3756130,1.6804461,1.0990000,2020.0000000,5.3703900,833.2500000,1496.0000000,5695.0000000,1.0400000
"2355.01","2355","PC",1,11.7959000,199.0210290,-33.7639600,1.2709769,2.3350000,1400.0000000,4.1076100,4096.8400000,2228.0000000,6296.0000000,1.1700000
"2356.01","2356","PC",1,11.7118000,79.6178900,-28.0059300,3.6627500,3.0960000,970.0000000,3.5275800,782.3330000,1473.0000000,6150.0000000,1.2200000
"2370.01","2370","PC",1,11.4878000,132.8988220,-16.3862770,12.6826724,3.8270000,2490.0000000,5.2495300,76.8372000,824.0000000,5851.0000000,1.0400000
"3851.01","3851","PC",1,11.1774000,150.3804030,75.2118970,3.3834660,2.7460000,1400.0000000,4.6895300,559.6250000,1355.0000000,5838.0000000,1.2300000
"3853.01","3853","PC",1,12.1726000,170.6737310,73.5079230,5.6922342,2.9750000,1550.0000000,4.5755200,215.1740000,1067.0000000,5648.0000000,1.1200000
"3858.01","3858","PC",1,11.1971000,141.0489510,64.3183470,16.5968329,4.3950000,1750.0000000,4.8536700,77.8158000,827.0000000,6329.0000000,1.1600000
"3879.01","3879","PC",1,11.3093000,184.6245860,34.8979760,4.8104679,2.5470000,1940.0000000,4.1966500,167.6880000,1002.0000000,5332.3000000,0.9200000
"3891.01","3891","PC",1,12.3870000,197.1452090,55.0513380,2.7694074,2.6920000,1010.0000000,3.0280500,551.5730000,1350.0000000,5269.6000000,0.9400000
"3893.01","3893","PC",1,12.8520000,177.5812510,37.9160710,9.0576962,2.3700000,3430.0000000,4.2897400,79.0884000,830.0000000,4485.0000000,0.7200000
"3896.01","3896","PC",1,11.6832000,187.9302400,63.9085460,4.3773113,2.3290000,1430.0000000,2.9742500,144.9880000,966.0000000,5127.0000000,0.7500000
"3897.01","3897","PC",1,11.9937000,213.8065520,67.7609170,7.6607094,4.2610000,1860.0000000,5.1271600,278.5130000,,5911.7000000,1.1900000
"3899.01","3899","PC",1,11.0866000,213.9021390,57.8214720,5.2077671,2.3690000,850.0000000,2.6617600,144.6300000,966.0000000,5522.5000000,0.9200000
"3911.01","3911","PC",1,11.6301000,220.0377790,54.1372810,9.3517097,2.6820000,1590.0000000,3.5281400,47.2210000,730.0000000,5298.6000000,0.8600000
"4001.01","4001","PC",1,11.7194000,2.5289520,64.5725680,4.8982659,2.8740000,2055.0000000,4.8412300,293.0040000,1152.0000000,5696.0000000,1.0900000
"4027.01","4027","PC",1,11.3099000,353.1586300,69.4221410,3.6074546,2.1970000,1168.0000000,2.6993400,297.4680000,1156.0000000,5593.0000000,0.9100000
"4030.01","4030","PC",1,13.2338000,277.6228370,56.7704520,2.5089892,2.3410000,2970.0000000,5.4652300,609.9610000,1384.0000000,5574.0000000,0.9900000
"4040.01","4040","PC",1,12.3407000,268.6144630,77.4883100,7.1357259,2.5094893,1047.4205923,2.7853042,108.1100329,822.4059608,5446.0000000,0.8356270
"4046.01","4046","PC",1,10.6525000,238.6868270,25.0139400,0.7583741,0.7480000,850.0000000,5.4111000,1262.0000000,1660.0000000,6209.0000000,1.5600000
"4071.01","4071","PC",1,10.7133000,249.2914480,43.3447610,6.5169955,2.4160000,930.0000000,2.2617400,62.6073000,783.0000000,4937.5000000,0.7100000
"4090.01","4090","PC",1,12.5509000,278.2322330,39.6379970,3.1775140,2.0430000,3640.0000000,5.1027200,150.0320000,975.0000000,4740.0000000,0.8200000
"4093.01","4093","PC",1,12.1517000,290.7384740,59.4312020,10.4722034,3.2820000,1769.0000000,3.1388200,59.5148000,773.0000000,5388.0000000,0.7900000
"4094.01","4094","PC",1,11.1004000,297.6781760,68.1676620,4.9111786,2.6459244,606.3968298,3.4399601,561.8717441,1241.7353580,6186.0000000,1.2372299
"4096.01","4096","PC",1,12.4983000,237.9868230,67.0396850,10.1045108,3.2300000,1490.0000000,3.3818000,47.9649000,733.0000000,5053.0000000,0.9000000
"4097.01","4097","PC",1,12.4222000,320.2331030,83.0227780,2.7741864,2.0050000,1910.0000000,3.6487000,393.3870000,1240.0000000,5636.0000000,0.8200000
"4098.01","4098","PC",1,12.0216000,319.3510260,79.6107000,1.1789842,0.8560000,1160.0000000,5.0245400,403.6100000,1248.0000000,5650.0000000,1.3700000
"4099.01","4099","PC",1,11.9512000,294.5619390,71.5745340,4.3954123,2.3060000,850.0000000,2.0298600,119.2820000,920.0000000,4836.0000000,0.7300000
"4107.01","4107","PC",1,12.8398000,269.2407180,58.8826220,3.5322939,1.9010000,2450.0000000,3.4019600,64.0026000,787.0000000,4003.0000000,0.6600000
"4109.01","4109","PC",1,12.7300000,246.3679100,66.3515850,12.3203310,2.3270000,5790.0000000,5.1072100,7.7197400,464.0000000,4103.0000000,0.6500000
"4113.01","4113","PC",1,11.1010000,283.8896840,71.4006710,22.1575175,3.3740000,837.0000000,2.1749500,12.4497000,523.0000000,5174.0000000,0.7900000
"4114.01","4114","PC",1,12.3109000,292.9652810,61.8820540,4.8038539,2.7824259,2380.3621290,4.0981388,51.6275524,683.6599416,4080.0000000,0.6920760
"4128.01","4128","PC",1,12.2769000,128.2614760,82.0247620,1.9795413,2.0880000,2640.0000000,4.7736700,604.9810000,1381.0000000,5275.0000000,0.9200000
"4129.01","4129","PC",1,11.8417000,281.5272750,46.2485660,3.2724973,1.4590000,5320.0000000,5.6778000,44.1281000,718.0000000,4279.0000000,0.7500000
"4136.01","4136","PC",1,12.1943000,20.4074090,82.1687830,3.7630305,3.5030000,1580.0000000,5.9670500,1050.5500000,1586.0000000,6357.0000000,1.5000000
"4156.01","4156","PC",1,10.7152000,230.7808340,76.3318820,4.4618780,2.9370000,500.0000000,2.3251500,459.4950000,1289.0000000,5986.0000000,1.0400000
"4164.01","4164","PC",1,12.2779000,284.8845640,73.5132840,3.5228430,2.8740000,800.0000000,3.9330300,638.0210000,1400.0000000,5952.0000000,1.3900000
"4166.01","4166","PC",1,11.6431000,156.2295500,84.7547190,5.2361240,2.6220000,930.0000000,2.9461600,188.9430000,1032.0000000,5604.0000000,0.9600000
"4171.01","4171","PC",1,12.4747000,286.7205570,81.6545390,3.7453991,3.3270000,1390.0000000,3.1717100,428.7650000,1267.0000000,5133.0000000,0.8100000
"4172.01","4172","PC",1,12.2997000,268.0452170,58.3668260,4.1915095,3.1870000,900.0000000,2.3325200,270.3530000,1129.0000000,4996.0000000,0.7900000
"4182.01","4182","PC",1,9.2747000,45.9147510,-69.7476970,27.8486970,3.5190000,343.0000000,2.7703600,19.8693000,588.0000000,5399.6000000,1.5600000
"4183.01","4183","PC",1,9.1047800,329.8298840,-19.7446000,11.7915574,1.6063345,661.9685157,3.2687802,187.5928059,943.8952366,6407.0000000,1.2451200
"4185.01","4185","PC",1,10.7194000,172.2278860,-38.1069770,16.5414219,3.4223633,1098.6666331,3.3270234,23.3426364,560.6053342,4395.6000000,0.9384350
"4186.01","4186","PC",1,8.9850000,321.1080120,-29.2482230,12.7503356,3.2970000,692.0000000,2.1713500,54.0301000,755.0000000,5639.0000000,0.8800000
"4187.01","4187","PC",1,8.3010000,48.2839440,-34.3754160,30.8812601,10.7723374,425.1596999,5.2996592,148.9610746,891.0210182,6047.0000000,2.2319901
"4189.01","4189","PC",1,8.7601000,81.3488920,-44.4312850,46.9621053,5.7665722,757.7887314,2.4680695,11.3814426,468.4562934,5744.0000000,0.8793210
"4190.01","4190","PC",1,10.6617000,40.9240200,-28.3439880,15.6062307,3.6444849,659.0717891,2.1494954,29.4183635,593.9834944,5067.0000000,0.8165850
"4245.01","4245","PC",1,11.7519000,125.8062370,-45.7924580,3.1527177,1.8963737,4102.6968156,5.7168495,316.3922274,1075.6629276,5093.0000000,0.8008410
"4286.01","4286","PC",1,13.5159000,107.5233680,-55.8565580,1.0268508,2.1720000,1430.0000000,3.2806000,2280.3300000,1925.0000000,4938.0000000,0.8500000
"4290.01","4290","PC",1,12.1412000,109.8152270,-80.4737770,1.1771655,1.0480000,1050.0000000,2.9395100,695.5220000,1430.0000000,5313.0000000,0.8000000
"4297.01","4297","PC",1,10.8724000,14.3518720,-21.5504740,16.5272651,3.5945709,1074.4297512,2.9241556,27.0141494,581.4569608,5030.0000000,0.8217390
"4299.01","4299","PC",1,10.2696000,182.1005260,-55.0470880,6.6019866,5.7540000,600.0000000,3.5571500,1325.3500000,1680.0000000,6758.0000000,1.4500000
"4301.01","4301","PC",1,10.1737000,166.2509700,-46.0345390,6.5445251,2.1380000,787.0000000,2.6270100,94.6613000,868.0000000,5686.0000000,0.9800000
"4302.01","4302","PC",1,10.2891000,14.7361750,-76.5898930,38.7619532,4.5738199,785.4007844,2.5255313,13.9588480,492.9832275,5653.0000000,0.8760010
"4303.01","4303","PC",1,9.4623000,72.3563860,-43.3536850,8.6110844,2.0181798,542.6102038,4.3063675,716.9343478,1319.7436969,6908.0000000,1.7652400
"4307.01","4307","PC",1,6.6418000,81.3274980,-75.6937340,32.6966660,4.4283090,108.5170828,1.3159881,33.7475807,614.7243418,6079.1600000,1.0984300
"4307.02","4307","PC",2,6.6418000,81.3274980,-75.6937340,4.6545798,3.1445137,24.5834929,0.5531037,454.0182322,1177.3025181,6079.1600000,1.0984300
"4310.01","4310","PC",1,9.4961000,351.9035310,-25.5084620,29.5667355,5.8086454,1403.3389700,2.6639199,5.2988300,386.9588163,4159.0000000,0.7210840
"4311.01","4311","PC",1,10.7236000,41.6855220,-31.1793200,15.0700779,3.8675641,852.6165721,2.7293235,35.2598429,621.4981538,5159.0000000,0.8507290
"4311.02","4311","PC",2,10.7236000,41.6855220,-31.1793200,0.9902892,1.3567356,278.9096992,1.4156529,1329.6938235,1540.1309997,5159.0000000,0.8507290
"4313.01","4313","PC",1,9.6032000,108.8845710,-55.5550170,6.8227645,6.5295445,225.7612905,3.6003512,832.7758427,1370.0984633,5781.0000000,2.0587699
"4315.01","4315","PC",1,10.2768000,344.6229650,-44.7169350,8.2861614,3.4363150,617.1152562,2.2912229,109.7988765,825.5991243,5809.0000000,0.9142150
"4318.01","4318","PC",1,10.3687000,59.7718740,6.9244730,1.1343824,1.4445000,313.8458861,1.7532446,1466.6875463,1578.3530385,5683.0000000,0.8468420
"4322.01","4322","PC",1,10.1620000,73.7411000,-41.3442100,13.4190972,5.2092440,348.2384065,2.4168515,123.7286797,850.6234364,5914.2000000,1.2053100
"4324.01","4324","PC",1,9.7531100,145.6464730,-19.2356990,6.2509468,1.1882969,770.1195597,1.1306823,8.7624100,438.8091174,3479.0000000,0.3953970
"4325.01","4325","PC",1,11.8206000,101.8485880,6.1287170,1.6500673,0.9198679,2709.5349576,2.3990078,60.7790529,712.1282782,3896.0000000,0.4540490
"4327.01","4327","PC",1,12.1285000,73.2068640,-76.3396810,0.8303285,0.6650000,680.0000000,3.4497100,691.5380000,1428.0000000,3672.0000000,0.5700000
"4340.01","4340","PC",1,10.0116000,175.6616300,-40.0605120,2.6680587,2.9780000,580.0000000,3.4560900,1634.1400000,1771.0000000,6406.0000000,1.4400000
"4343.01","4343","PC",1,11.2550000,101.8305640,-56.6175030,11.5418525,2.9492981,415.9874628,1.8822681,92.6547078,791.2917217,6112.0000000,0.9019550
"4345.01","4345","PC",1,14.7520000,298.4383730,-69.8521020,12.8910022,4.0905287,15119.3900089,2.3547529,3826.5827550,2005.9611934,31000.0000000,0.1800000
"4347.01","4347","PC",1,8.8341900,84.1935590,-24.0312190,35.3573239,6.8669784,617.4953170,4.0299536,112.9275005,831.4184898,7607.0000000,1.5628500
"4350.01","4350","PC",1,8.9504000,32.8839070,-76.1074340,4.8759656,3.3372737,154.8306770,1.4450569,440.1721572,1168.2220295,5937.0000000,1.1487499
"4351.01","4351","PC",1,11.0155000,61.7592690,-58.1510130,20.1459438,4.4706494,575.5886941,2.4401617,28.3520842,588.5264649,5303.0000000,0.8887010
"4352.01","4352","PC",1,9.3391000,346.8328230,-60.0849720,11.8918633,4.7824800,362.6899452,1.6923030,55.1801287,695.1290314,5461.0000000,0.8345520
"4354.01","4354","PC",1,10.1075000,32.6711650,-0.6788840,10.6306165,1.8847446,775.4826057,2.7943472,100.1839963,806.8992976,5737.0000000,0.9697910
"4358.01","4358","PC",1,8.9077000,344.1243070,-76.7976790,97.6087634,5.5654641,658.8471408,2.3777411,3.4586932,347.8145617,5830.0000000,0.8236730
"4360.01","4360","PC",1,12.7470000,21.7192700,-68.6345220,3.0749507,1.2179384,1979.2841401,1.6050039,12.6973754,481.4467281,3246.0000000,0.3082470
"4362.01","4362","PC",1,8.4592000,106.3961370,-51.3839900,7.5480709,4.9550247,239.8900935,2.6024598,618.5515054,1271.9314814,6688.0000000,1.5731900
"4363.01","4363","PC",1,11.2473000,37.1105550,-12.5493630,2.1186590,1.5585526,664.8120556,1.8325534,144.7853510,884.7099373,4002.0000000,0.6913200
"4365.01","4365","PC",1,10.3593000,231.9556850,-56.3190540,3.3784364,2.1650000,1232.0000000,5.0917000,803.2240000,1483.0000000,6311.0000000,1.4100000
"4366.01","4366","PC",1,10.1441000,180.2981500,-67.7602330,2.6374449,1.6610000,495.0000000,4.3547800,264.8450000,1123.0000000,5355.0000000,1.9600000
"4369.01","4369","PC",1,9.3290010,100.5878100,-58.1832200,13.5768580,4.6280000,263.0000000,3.5804000,234.6950000,1090.0000000,6730.0000000,2.5000000
"4370.01","4370","PC",1,9.3231200,201.4611550,-16.4281760,2.5610662,4.3380000,170.0000000,2.3454000,3075.2300000,2074.0000000,6161.0000000,1.9000000
"4371.01","4371","PC",1,10.2089000,186.9008330,-60.1633290,1.0604139,2.0840000,1050.0000000,4.5487000,4172.8600000,2239.0000000,5801.2000000,1.6200000
"4372.01","4372","PC",1,10.4286000,218.8554990,-76.2140950,3.2751914,2.4390000,827.0000000,2.8157400,457.3430000,,5496.0000000,1.0300000
"4373.01","4373","PC",1,9.8459000,203.1759140,-65.2413670,5.9422824,1.9110000,1160.0000000,5.9065600,306.7970000,1165.0000000,7217.6000000,1.6300000
"4376.01","4376","PC",1,10.2973000,223.3055020,-50.7962420,1.6089592,2.5800000,320.0000000,4.4932100,5042.0300000,2347.0000000,7029.0000000,2.4200000
"4382.01","4382","PC",1,9.3397000,266.1675580,-44.2459900,10.6895417,3.6496675,643.3958437,3.7848000,281.5589950,1044.7493296,6255.0000000,1.4547600
"4386.01","4386","PC",1,9.7688000,246.6213680,-63.4578790,2.0134389,1.2110000,821.0000000,5.8542300,1252.9100000,1657.0000000,8127.0000000,1.7500000
"4388.01","4388","PC",1,12.0996000,302.5820470,-78.7261560,4.4742339,2.7863202,3061.5157140,5.7449202,277.8078259,1041.2520477,5225.0500000,1.0431200
"4401.01","4401","PC",1,11.0876000,43.1365760,-30.2065880,0.4502640,1.1871566,331.3974583,1.7032799,4762.2649130,2118.7179070,5366.0000000,0.8987180
"4402.01","4402","PC",1,9.8429000,53.5047840,-54.3667900,3.6989939,3.1680872,198.9402668,1.6399568,600.2525597,1262.4182224,5811.0000000,1.1501800
"4403.01","4403","PC",1,10.7888000,90.7101400,-55.5329310,4.4620528,4.3381703,289.9548667,3.0395927,1062.1118370,1456.0031408,5515.2000000,1.7239500
"4405.01","4405","PC",1,12.3813000,101.5953370,-75.4441270,5.9214231,2.2680522,1221.9430373,2.8781652,48.1558813,671.8651016,4361.0000000,0.6870250
"4405.02","4405","PC",2,12.3813000,101.5953370,-75.4441270,1.0929203,1.5258481,377.4316425,1.3599954,458.2468016,1180.0342431,4361.0000000,0.6870250
"4407.01","4407","PC",1,10.9015000,50.2197800,-56.0717190,7.1366507,2.1906434,768.4493836,3.3078706,170.5007507,921.6187961,5559.0000000,1.0177500
"4408.01","4408","PC",1,13.2896000,93.1806260,-57.3144090,2.0542380,1.2287948,1994.0593535,3.5135858,182.7664593,937.7646859,4389.0000000,0.6555950
"4413.01","4413","PC",1,9.6256000,97.2278890,-73.3266670,4.4719937,2.6190000,170.0000000,1.0836600,214.2290000,1065.0000000,5364.0000000,0.8900000
"4417.01","4417","PC",1,9.3456000,244.4672040,-54.1664780,5.2574854,2.0500000,1250.0000000,2.8885500,69.4717000,804.0000000,4846.0000000,0.7600000
"4418.01","4418","PC",1,10.0819000,273.8463410,-68.5952520,7.6247217,1.9720000,813.0000000,2.2644100,42.4746000,711.0000000,5343.0000000,0.8200000
"4419.01","4419","PC",1,10.3468000,288.4889570,-76.0893190,16.1551340,3.5280000,590.0000000,2.4219600,39.0235000,696.0000000,5785.0000000,1.0100000
"4424.01","4424","PC",1,9.8496000,268.2444100,-48.5630820,17.7424733,3.0820000,880.0000000,2.0017900,12.8216000,527.0000000,4926.2000000,0.6900000
"4443.02","4443","PC",2,7.9147000,274.2686640,21.9095460,10.3088724,2.2763645,372.3295802,2.2122841,120.8695000,845.6661185,5834.0000000,1.0173301
"4450.01","4450","PC",1,10.5801000,306.1378190,87.0711560,10.6925011,3.4910000,1200.0000000,4.0129200,93.3426000,865.0000000,5844.0000000,1.1500000
"4451.01","4451","PC",1,8.5608000,274.7604440,34.0457040,8.8517354,4.3401879,1034.8661285,3.6624912,190.2722086,947.2477653,6138.0000000,1.0768900
"4460.01","4460","PC",1,10.3859000,19.9100300,85.1343900,28.6648749,5.3950000,1025.0000000,3.1516100,117.4420000,917.0000000,4818.0000000,0.6900000
"3182.01","3182","PC",1,12.9615000,151.3117530,-65.9419820,5.0700956,2.7630000,3570.0000000,5.5445900,211.5460000,1062.0000000,5641.0000000,0.9600000
"3269.01","3269","PC",1,12.8390000,37.6135850,-84.0533830,4.1320310,1.3540000,4220.0000000,3.7378300,76.3127000,823.0000000,5657.6000000,0.5300000
"3328.01","3328","PC",1,12.1098000,266.1236770,-79.5946160,10.1923252,6.1680000,1730.0000000,5.4031200,355.1360000,1209.0000000,5767.0000000,1.2800000
"3348.01","3348","PC",1,11.4872000,117.9245890,-37.1713370,2.6156239,2.1010000,2340.0000000,4.0528100,1128.1400000,1614.0000000,7002.0000000,0.8300000
"3350.01","3350","PC",1,10.6418000,141.6996990,-38.6268190,2.2358979,1.5880000,610.0000000,3.2879400,851.9120000,1505.0000000,4793.8000000,0.9000000
"3352.01","3352","PC",1,10.2756000,64.8414620,-74.5859730,13.8198702,5.0410000,328.0000000,3.0922400,107.2360000,896.0000000,5598.0000000,1.9600000
"3353.02","3353","PC",2,8.7843000,106.5298150,-75.8195590,8.8176457,3.0760000,645.0000000,2.3611400,85.6924000,847.0000000,6365.0000000,1.0200000
"3354.01","3354","PC",1,10.9567000,95.1518820,-59.7546720,46.3810093,6.1350191,1108.3541952,5.7534556,55.3448497,695.6472180,6307.9000000,1.6962500
"3355.01","3355","PC",1,10.8204000,79.3236730,-59.0683910,15.6600896,4.7850000,400.0000000,2.1430500,110.9150000,904.0000000,6257.0000000,1.1300000
"3356.01","3356","PC",1,12.1289000,25.7196710,-48.7884300,2.9122454,3.2690000,1210.0000000,5.0834300,862.5960000,1509.0000000,5466.0000000,1.4600000
"3359.01","3359","PC",1,9.6216000,142.9197760,-63.3673970,15.8118347,4.4490000,601.0000000,2.2425200,70.4363000,807.0000000,5746.7000000,1.0100000
"3386.01","3386","PC",1,12.4768000,114.3176250,-36.2731600,0.8855539,1.0340000,1900.0000000,5.0522800,1788.0800000,1811.0000000,6446.0000000,1.1300000
"3398.01","3398","PC",1,12.1945000,143.5408730,-7.4334440,6.2088405,2.7236562,2992.8361072,3.5693526,51.4155981,682.9571759,4655.8000000,0.6615280
"3409.01","3409","PC",1,11.7483000,143.7319930,-12.2504400,7.7605254,3.6390000,2060.0000000,4.9255100,218.2050000,1070.0000000,6070.0000000,1.0900000
"3485.01","3485","PC",1,9.6181000,201.7497360,-73.5942470,11.8413467,2.8650000,770.0000000,2.2075700,18.0311000,574.0000000,4554.0000000,0.7700000
"3488.01","3488","PC",1,11.7789000,201.1747490,-72.6764590,6.9625419,4.5640000,1030.0000000,2.9763600,360.7940000,1214.0000000,5727.0000000,0.9500000
"3493.01","3493","PC",1,8.7028000,205.7990330,-22.5854440,8.1594870,4.3972747,757.1865282,3.3709444,236.8223938,1000.5192324,5860.0000000,1.2115099
"3494.01","3494","PC",1,12.2950000,204.3919660,-37.1834580,7.7486120,1.3743369,5124.9808086,2.2168828,3.6244475,351.9088621,3230.0000000,0.3078210
"3495.01","3495","PC",1,8.7340000,187.4293310,-58.2401300,8.4130034,2.5601309,490.4350481,4.3741604,752.1082780,1335.6413065,6529.0000000,1.9240900
"3498.01","3498","PC",1,12.0475000,185.1383000,-62.4016090,4.8768783,4.0240000,3800.0000000,4.7156300,295.2980000,1154.0000000,4562.0000000,0.7500000
"3500.01","3500","PC",1,10.8298000,186.8168840,-29.8329960,7.3436151,3.8475431,1314.7094959,3.9965370,175.4529921,928.2392842,5406.0000000,1.0980901
"3585.01","3585","PC",1,11.2287000,326.8071380,34.6466270,3.5410781,2.0620000,3020.0000000,4.6366100,112.3300000,906.0000000,4652.0000000,0.8200000
"3665.01","3665","PC",1,12.4829000,54.2149810,44.7698460,0.8746494,1.5760000,1910.0000000,3.7131900,1522.9500000,1740.0000000,4977.4000000,0.8100000
"3694.01","3694","PC",1,12.6639000,23.4321870,59.4256040,2.5400911,1.6680000,4260.0000000,5.0068300,102.5290000,886.0000000,4245.0000000,0.7700000
"3800.01","3800","PC",1,11.7248000,103.2760840,39.1322780,1.6667559,2.3500000,1730.0000000,5.7391300,3970.5300000,2211.0000000,7189.4000000,1.4000000
"5182.01","5182","PC",1,11.1303000,124.2033100,71.2868980,7.3039588,3.2180000,2050.0000000,4.1503100,149.7320000,974.0000000,5718.0000000,0.9000000
"5193.01","5193","PC",1,11.8002000,281.0741060,37.3661610,18.9972068,3.9060000,2960.0000000,4.7954000,28.2737000,642.0000000,5469.0000000,0.8800000
"5229.01","5229","PC",1,11.9919000,269.0355070,78.2131230,5.9184575,2.9470000,1240.0000000,3.4729000,130.7000000,941.0000000,5087.5000000,0.9700000
"5233.01","5233","PC",1,11.1752000,291.1728080,69.1251750,25.7633320,1.6680000,2560.0000000,5.7716700,3.7555600,387.0000000,5795.0000000,1.0600000
"5234.01","5234","PC",1,10.8964000,222.5139570,63.0384370,15.1016086,4.4030000,520.0000000,2.7164400,126.7210000,934.0000000,6511.0000000,1.1800000
"5265.01","5265","PC",1,11.4560000,255.6034680,69.1096640,11.5914514,1.9680000,832.0000000,3.1682600,29.4907000,649.0000000,5896.0000000,1.0800000
"5267.01","5267","PC",1,11.9139000,202.0719270,70.4160360,13.7036806,4.7660000,1020.0000000,2.8229000,96.0669000,872.0000000,5546.0000000,0.8700000
"5271.01","5271","PC",1,10.7988000,306.9848010,48.3185980,4.3108587,3.4860000,1020.0000000,4.5094800,836.1100000,,6358.0000000,1.4100000
"5274.01","5274","PC",1,13.1293000,174.6447500,72.2653440,6.1313492,2.4470000,3730.0000000,4.7793000,39.4680000,698.0000000,4310.0000000,0.7600000
"5289.01","5289","PC",1,11.8884000,0.7601040,-7.7864160,3.4411264,2.6690000,2660.0000000,4.8956800,341.3030000,1197.0000000,5244.0000000,0.9400000
"5333.01","5333","PC",1,11.9920000,74.4579470,31.3186660,11.4420309,5.0920000,2290.0000000,4.1427400,83.2925000,841.0000000,4932.0000000,0.8700000
"5335.01","5335","PC",1,12.5223000,46.9523730,15.3590830,3.6139919,2.0080000,1780.0000000,4.0892200,200.8300000,1048.0000000,5427.0000000,0.9200000
