pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_insol,pl_eqt,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist,sy_jmag,sy_hmag,sy_kmag,log_period,log_radius,log_insol,log_teff
K2-36 b,K2-36,2016.0,Transit,1.422614,1.43,519.0,1328.0,0.0345,1.1232,4916.0,0.718,0.79,-0.047,109.749,10.034,9.549,9.454001,0.15308707829183965,0.1553360374650618,2.7151673578484576,3.6916118742144164
K2-216 b,K2-216,2018.0,Transit,2.1748,1.75,248.0,1103.0,0.056,1.84,4503.0,0.72,0.7,0.0,115.461,10.394,9.856,9.721,0.33741932432967314,0.24303804868629444,2.3944516808262164,3.653501946962933
Kepler-257 b,Kepler-257,2014.0,Transit,2.382667,2.61,343.6,1237.0,0.07943,1.812,5180.0,1.037,0.916,0.4,780.256,13.916,13.448,13.372,0.37706334987142204,0.41664050733828095,2.536053155159205,3.714329759745233
TOI-1249 b,TOI-1249,2024.0,Transit,13.079151,3.2710301,48.6058,726.89,0.1143,3.1451019,5497.0,0.9785,1.0062,0.297,139.49,9.536,9.204001,9.126,1.1165795537755565,0.5146845405186715,1.6866880955524537,3.7401257369657306
Kepler-23 c,Kepler-23,2011.0,Transit,10.74,3.005,257.39,1008.0,0.04152,6.0633,5828.0,1.548,1.078,-0.112,835.756,12.353,12.047,11.998,1.0310042813635367,0.4778444763387583,2.4105916698831193,3.7655195430979527
Kepler-57 c,Kepler-57,2012.0,Transit,11.6,2.196,48.574,671.0,0.04893,2.2603,5187.9,0.826,0.859,0.1166,644.14,13.437,13.022,12.897,1.0644579892269184,0.34163233577805435,1.686403868480213,3.7149915961964
Kepler-305 d,Kepler-305,2014.0,Transit,16.74,2.76,25.523,576.0,0.09968,2.398,5090.0,0.792,0.827,0.09,868.477,14.25,13.737,13.702,1.2237554536572413,0.4409090820652177,1.4069317204751266,3.7067177823367587
TOI-2084 b,TOI-2084,2023.0,Transit,6.0784247,2.47,12.8,527.0,0.195,2.03,3551.0,0.475,0.453,-0.13,114.549,11.961,11.356,11.148,0.7837910409928095,0.39269695325966575,1.1072099696478683,3.5503506723016156
Kepler-28 b,Kepler-28,2011.0,Transit,5.91,1.959,62.577,585.0,0.10629,2.3254,4499.3,0.664,0.684,0.1451,438.359,13.334,12.767,12.719,0.7715874808812554,0.2920344359947364,1.7964147388249405,3.6531449516009644
Kepler-28 c,Kepler-28,2011.0,Transit,8.99,1.857,35.898,509.0,0.09053,2.8606,4499.3,0.664,0.684,0.1451,438.359,13.334,12.767,12.719,0.9537596917332288,0.2688119037397804,1.5550702532256901,3.6531449516009644
TOI-1807 b,TOI-1807,2021.0,Transit,0.54937097,1.49681583,1407.22,1694.1,0.037,0.9772115,4914.0,0.746,0.8048,0.044,42.5775,8.103,7.605,7.568,-0.26013429340819433,0.17516836752061118,3.148361998868332,3.691435152144062
TOI-1630.01,TOI-1630,2024.0,Transit,12.055734733,2.417,55.58,584.0,0.0807,2.0871,5504.0,0.83,0.95,,66.0929,8.357,7.937,7.915,1.0811936834620366,0.38327665040765035,1.7449185424413531,3.740678425227455
TOI-1659.01,TOI-1659,2024.0,Transit,5.877556328,2.255,268.44,1031.14,0.04122881,2.8907,5977.0,1.006,1.1,,122.494,9.034,8.757,8.702,0.769196799910521,0.35314654621397934,2.4288472301442545,3.7764832558336816
TOI-2095 c,TOI-2095,2023.0,Transit,28.17232,1.33,1.84,297.0,0.09505654,3.3983448,3759.0,0.44,0.44,-0.24,41.9176,9.797,9.186,8.988,1.449822612754687,0.12385164096708581,0.2648178230095365,3.5750723257138124
TOI-5789 c,TOI-5789,,Transit,12.927748,2.86,8.7194,718.0,0.079,2.019,5185.0,0.833,0.821,-0.12,20.4581,5.826,5.421,5.35,1.1115228778305644,0.456366033129043,0.94048660125661,3.7147487607250596
TOI-1669 c,TOI-1669,2024.0,Transit,2.6800535,2.2963977,342.997,1285.16,0.0456,1.9284255,5497.0,1.0561,0.9867,0.274,111.276,8.905,8.58,8.462,0.428143463626875,0.361047103220051,2.5352903215321483,3.7401257369657306
TOI-1266 c,TOI-1266,2020.0,Transit,18.8027,1.98,2.42,346.0,0.16867881,1.951,3563.0,0.4232,0.437,-0.109,36.0118,9.706,9.065,8.84,1.2742202168651102,0.2966651902615311,0.38381536598043126,3.5518158223510157
TOI-1346 b,TOI-1346,2025.0,Transit,1.7622538,2.39,468.5415,1324.0,0.07335551,0.8779711,5099.0,0.78,0.82,-0.01,115.45,9.909,9.459,9.383,0.2460684557229608,0.3783979009481377,2.670748063575542,3.7074850119674734
TOI-849 b,TOI-849,2020.0,Transit,0.765548,3.64,2314.06,1932.0,0.141,1.57,5257.0,0.97,0.97,0.19,225.734,10.832,10.481,10.418,-0.11602757376834662,0.561101383649056,3.3643746153465406,3.720737977018425
TOI-1410.01,TOI-1410,2024.0,Transit,1.21687,3.10083009,565.5415,1236.7,0.124,1.1120799,4635.0,0.7558,0.7941,0.328,72.7512,9.251,8.705,8.577,0.08524418439415661,0.4914779697210182,2.752464479393573,3.666049738480516
Kepler-24 c,Kepler-24,2011.0,Transit,12.33,2.514,144.827,915.0,0.05666,6.487,6028.0,1.099,1.06,-0.0708,1156.81,13.763,13.445,13.372,1.0909630765957317,0.40036527334993893,2.1608495346367698,3.780173243642594
TOI-1846 b,TOI-1846,2025.0,Transit,3.9306737,1.792,17.35,568.1,0.1712,1.419,3568.0,0.397,0.418,0.169,47.2496,10.385,9.804,9.596,0.5944669928988899,0.2533380053261064,1.2392994791268925,3.5524248457040857
TOI-2345 c,TOI-2345,2025.0,Transit,21.064302,2.451,14.57,544.0,0.09616559,4.6130523,4687.0,0.729,0.727,-0.1,81.6541,9.509,8.941,8.847,1.3235470726453593,0.38934331125207794,1.1634595517699902,3.67089495352021
Kepler-24 b,Kepler-24,2011.0,Transit,8.14,2.348,252.246,1050.0,0.04965,4.776,6028.0,1.099,1.06,-0.0708,1156.81,13.763,13.445,13.372,0.9106244048892013,0.37069809257557684,2.401824288123215,3.780173243642594
TOI-1742 b,TOI-1742,2024.0,Transit,21.269084,2.36507598,58.618,694.09,0.035,6.2918286,5815.0,1.131,1.0861,0.193,72.8871,7.646,7.392,7.335,1.3277487864560122,0.37384509736334004,1.7680309965694685,3.7645497190644672
TOI-2134 b,TOI-2134,2023.0,Transit,9.2292005,2.69,32.0,666.0,0.1606,2.995,4580.0,0.709,0.744,0.12,22.6202,6.776,6.247,6.091,0.9651640809308815,0.42975228000240795,1.505149978319906,3.660865478003869
TOI-6054.01,TOI-6054,2024.0,Transit,7.501428,2.64,570.0,1360.0,0.0213,5.65,6047.0,1.662,1.107,-0.07,79.407,6.988,6.713,6.673,0.8751439451899969,0.42160392686983106,2.7558748556724915,3.7815399686059417
TOI-220 b,TOI-220,2021.0,Transit,10.695264,3.03,137.7252,805.0,0.09277985,2.239,5298.0,0.858,0.825,-0.217,90.7402,9.03,8.631,8.542,1.0291915090878334,0.48144262850230496,2.139013411713962,3.7241119539612124
K2-7 b,K2-7,2015.0,Transit,28.6781,4.03523305,125.0,786.0,0.058,7.5816,5700.0,1.533,1.056,0.049,738.553,11.952,11.628,11.564,1.45755037479041,0.6058686219344842,2.0969100130080562,3.7558748556724915
TOI-1203.01,TOI-1203,2021.0,Transit,25.502672,2.918,51.0,743.6,0.05583759,6.153,5737.0,1.179,0.886,-0.39,64.9943,7.411,7.102,6.997,1.4065856852991399,0.46508528755743284,1.7075701760979363,3.758684849882441
K2-57 b,K2-57,2016.0,Transit,9.0073,2.30905002,24.1,635.8,0.099,2.58,4413.0,0.671,0.699,0.08,264.213,12.35,11.761,11.645,0.954594627734857,0.3634333409616503,1.3820170425748683,3.6447339274471924
TOI-132 b,TOI-132,2020.0,Transit,2.1097019,3.42,860.0,1395.0,0.13097297,2.1344043,5397.0,0.9,0.97,0.16,163.678,10.141,9.762,9.646,0.3242210940032985,0.534026106056135,2.934498451243568,3.7321524180652137
TOI-700 d,TOI-700,2020.0,Transit,37.42396,1.073,0.85,268.8,0.0613,3.314,3459.0,0.421,0.415,-0.07,31.1265,9.469,8.893,8.634,1.5731497402766277,0.030599721965951066,-0.07058107428570728,3.5389505620143615
K2-19 c,K2-19,2015.0,Transit,11.8977,3.88,51.0,749.0,0.2325,3.823,5350.0,0.824,0.892,0.03,289.827,11.596,11.208,11.161,1.0754630140100958,0.5888317255942073,1.7075701760979363,3.7283537820212285
TOI-2407 b,TOI-2407,2025.0,Transit,2.702969,4.26,41.0,705.0,0.51326783,1.7,3530.0,0.567,0.548,0.21,92.4366,11.134,10.559,10.324,0.431841064860345,0.6294095991027189,1.6127838567197355,3.5477747053878224
LHS 1815 b,LHS 1815,2020.0,Transit,3.814334,1.088,26.3712,617.0,0.04577909,1.3793952,3643.0,0.501,0.502,-0.12,29.8424,8.801,8.209,7.993,0.5814187191258151,0.03662889536216113,1.4211298924601303,3.561459171241916
TOI-654.01,TOI-654,2024.0,Transit,1.527561,2.378,65.0,794.0,0.28924228,1.2,3521.0,0.43,0.419,0.12,57.7553,10.744,10.139,9.918,0.18399856191586061,0.3762118502826728,1.8129133566428555,3.5466660250701842
TOI-669 b,TOI-669,2023.0,Transit,3.945152,2.58606487,388.2,1124.85,0.0841,2.8712193,5597.0,0.9882,0.9245,0.001,142.867,9.557,9.215,9.134,0.5960637404958963,0.4126394147167225,2.589055531052344,3.74795530690673
TOI-1782.01,TOI-1782,2024.0,Transit,4.987641028,2.368,56.25,697.84,0.11923398,2.3276,4336.0,0.669,0.68,,95.2649,10.248,9.68,9.552,0.6978951887582194,0.3743816980508822,1.7501225267834002,3.6370892735303304
TOI-5076 b,TOI-5076,2024.0,Transit,23.443162,3.48935569,12.8373,550.0,0.1439,4.882,4780.0,0.844,0.789,0.082,82.857,9.164,8.666,8.582,1.3700161886829458,0.5427452418272397,1.1084736905236996,3.6794278966121188
TOI-5398 c,TOI-5398,2023.0,Transit,4.77271,3.52,370.603,1242.0,0.092,3.127,6000.0,1.051,1.146,0.09,130.855,9.026,8.772,8.713,0.678765046512477,0.546542663478131,2.5689089305742776,3.7781512503836434
Kepler-222 d,Kepler-222,2014.0,Transit,28.081912,3.69,15.087,522.0,0.20166,4.541,5433.0,0.869,0.933,0.33,758.854,13.717,13.341,13.235,1.4484266740695986,0.5670263661590603,1.1786028903405896,3.7350397050337207
TOI-122 b,TOI-122,2020.0,Transit,5.07803,2.72,8.8,471.0,0.56,1.2100353,3403.0,0.334,0.312,,62.118,11.531,11.02,10.771,0.7056952622714512,0.43456890403419873,0.9444826721501687,3.531861949095809
TOI-1782.02,TOI-1782,2024.0,Transit,1.829024227,1.839,214.17,974.95,0.07048494,1.5441,4336.0,0.669,0.68,,95.2649,10.248,9.68,9.552,0.262219458118696,0.2645817292380775,2.3307586366782567,3.6370892735303304
TOI-712 b,TOI-712,2022.0,Transit,9.531361,2.049,22.6,650.0,0.0768,1.735,4622.0,0.674,0.732,-0.02,58.6212,8.984,8.409,8.313,0.9791549187482478,0.311541958401195,1.354108439147401,3.6648299411430907
EPIC 201595106 b,EPIC 201595106,2021.0,Transit,0.87724,1.565,2852.0,2038.0,0.025,1.0008,5679.0,0.98,0.958,0.01,232.1,10.588,10.262,10.218,-0.05688157377607562,0.19451434188246727,3.4551495211798278,3.754271868683459
TOI-2322 c,TOI-2322,2025.0,Transit,20.225528,1.874,10.15,496.8,0.0712149,2.307,4664.0,0.662,0.703,-0.12,59.861,9.093,8.521,8.369,1.3058998679601226,0.2727695865517595,1.0064660422492318,3.668758541750958
Kepler-279 e,Kepler-279,2025.0,Transit,98.3531,4.13,21.96,552.0,0.0423,24.708,6689.45,1.43,1.164,-0.1141,1037.4,12.724,12.509,12.509,1.992788053037017,0.615950051656401,1.3416323357780544,3.8253904119704725
LHS 1478 b,LHS 1478,2021.0,Transit,1.9495378,1.242,23.3722,595.0,0.20892444,0.705,3381.0,0.246,0.236,-0.13,18.2276,9.615,9.028,8.767,0.28993166023304023,0.09412159584056139,1.368699593987911,3.529045170765769
TOI-782 b,TOI-782,2024.0,Transit,8.0240015,2.734,5.91,435.0,0.40100578,1.7082731,3370.0,0.413,0.397,0.34,52.5122,10.675,10.108,9.86,0.9043910011990095,0.4367985102318035,0.7715874808812554,3.5276299008713385
HIP 9618 c,HIP 9618,2023.0,Transit,52.56363,3.42855926,11.7,470.31,0.1193,6.5715569,5649.0,0.9593,0.942,-0.018,67.5478,7.922,7.656,7.559,1.7206853495983865,0.5351116603111152,1.0681858617461617,3.751971574736327
TOI-5817 b,TOI-5817,2025.0,Transit,15.61031,3.08,126.8632,950.0,0.04671437,6.0,5770.0,1.427,0.97,-0.24,80.7542,7.42,7.19,7.084,1.1934115276589954,0.4885507165004443,2.1033356618526677,3.7611758131557314
Kepler-105 b,Kepler-105,2013.0,Transit,5.4122034,2.53,341.809,1418.0,0.05981,2.9472,5933.0,1.026,0.991,-0.09,459.223,11.811,11.555,11.503,0.7333741097729057,0.40312052117581787,2.533783493723742,3.773274348337454
Kepler-105 c,Kepler-105,2014.0,Transit,7.12592,1.44,236.167,997.0,0.01944,3.0014,5933.0,1.026,0.991,-0.09,459.223,11.811,11.555,11.503,0.8528409423830043,0.15836249209524964,2.373219212840776,3.773274348337454
TOI-406 c,TOI-406,2024.0,Transit,3.307441,1.32,19.0,584.0,0.10605716,1.05,3392.0,0.41,0.408,-0.02,31.0597,9.695,9.128,8.848,0.5194921057384583,0.12057393120584989,1.2787536009528289,3.5304558435846762
K2-214 b,K2-214,2018.0,Transit,8.59656,2.51,238.0,1001.0,0.04,3.7296,5875.0,1.236,1.03,0.04,300.64,10.576,10.217,10.223,0.9343246986979802,0.3996737214810381,2.376576957056512,3.7690078709437738
TOI-238 b,TOI-238,2024.0,Transit,1.273099,1.559,753.1,1378.0,0.0414,1.587,5059.0,0.756,0.781,-0.114,80.5407,9.214,8.767,8.598,0.10486217700946762,0.19284611518884168,2.8768526476013436,3.7040646794085674
K2-220 b,K2-220,2018.0,Transit,13.68186,2.37,79.7,761.0,0.0537,3.12,5612.0,1.026,0.91,-0.05,233.514,10.582,10.23,10.161,1.136145142181314,0.37474834601010387,1.9014583213961123,3.7491176623563223
K2-37 c,K2-37,2016.0,Transit,6.42966,2.41,118.0,839.0,0.1027,2.9016,5352.0,0.809,0.84,-0.08,179.943,10.692,10.214,10.142,0.8081880080676269,0.3820170425748684,2.0718820073061255,3.7285161047597666
Kepler-134 b,Kepler-134,2014.0,Transit,5.317429,2.0,301.367,1105.0,0.02842,2.901,5983.0,1.176,0.956,-0.2067,334.797,11.26,10.984,10.951,0.7257016997756931,0.3010299956639812,2.479095694884575,3.7769190028420465
K2-37 d,K2-37,2016.0,Transit,14.09229,2.31,41.3,646.0,0.0893,2.65,5352.0,0.809,0.84,-0.08,179.943,10.692,10.214,10.142,1.148981571785947,0.36361197989214433,1.615950051656401,3.7285161047597666
HD 207496 b,HD 207496,2023.0,Transit,6.441008,2.25,72.9,743.0,0.0914,1.762,4819.0,0.769,0.8,0.095,23.606,6.57,6.085,5.967,0.8089538385680672,0.3521825181113625,1.8627275283179747,3.6829569263012085
GJ 806 b,GJ 806,2023.0,Transit,0.9263237,1.331,130.0,940.0,0.0952,0.93,3600.0,0.4144,0.413,-0.28,12.0445,7.329,6.769,6.533,-0.03323722437834295,0.12417805547467511,2.113943352306837,3.5563025007672873
Kepler-228 c,Kepler-228,2014.0,Transit,4.134444,2.7,457.318,1160.0,0.0686,3.123,6043.0,1.014,1.006,0.18,1644.61,14.528,14.113,14.132,0.6164171138964253,0.43136376415898736,2.66021829551326,3.7812525942484565
HD 15906 c,HD 15906,2023.0,Transit,21.583298,2.93,13.37,532.0,0.1243,2.19,4757.0,0.762,0.79,0.02,45.5621,8.035,7.557,7.459,1.3341178070644724,0.4668676203541095,1.1261314072619844,3.677333151419902
K2-233 c,K2-233,2018.0,Transit,7.06024,1.272,66.2,794.0,,2.687,4796.0,0.71,0.79,-0.082,67.5062,8.968,8.501,8.375,0.8488194643526636,0.10448711131239508,1.8208579894397,3.6808791744268112
Kepler-495 c,Kepler-495,2021.0,Transit,5.896609783,1.21936414,108.13,1000.0,0.0144,3.154,5392.0,1.087,0.888,0.18,658.924,13.314,12.859,12.81,0.7706023886397437,0.08613341880700834,2.0339462029903608,3.7317498835272636
Kepler-103 b,Kepler-103,2014.0,Transit,15.9653287,3.4857,150.536,973.0,0.04861,4.527,6047.0,1.492,1.212,0.15,494.832,11.193,10.941,10.873,1.2031778643804227,0.5422900064254076,2.177640371901474,3.7815399686059417
HD 93963 A b,HD 93963 A,2022.0,Transit,1.0376109,1.46954368,2898.0,1842.23,0.021,1.8155952,5908.0,1.0311,1.0844,0.11,82.3432,8.108,7.807,7.776,0.01603452532061557,0.1671824993579607,3.462098381135156,3.771440486639912
Kepler-93 b,Kepler-93,2014.0,Transit,4.72673978,1.478,275.0,1133.0,0.02731,2.8898,5669.0,0.919,0.911,-0.18,95.9115,8.771,8.446,8.37,0.6745616938576342,0.16967443405880692,2.439332693830263,3.75350645699097
Kepler-166 d,Kepler-166,2016.0,Transit,1.554003928,1.73,651.409,1313.0,0.04658,1.7696,5350.0,0.83,0.88,-0.03,603.53,13.346,12.941,12.876,0.1914521122168703,0.2380461031287954,2.813853754571709,3.7283537820212285
Kepler-1732 b,Kepler-1732,2021.0,Transit,32.31240082,4.09903273,27.05,699.0,0.06778,6.075,5821.0,1.494,1.043,0.04,1289.41,13.584,13.25,13.205,1.5093692274123212,0.61268138608953,1.4321672694425882,3.7649975992848805
Kepler-1026 b,Kepler-1026,2016.0,Transit,36.5156053,2.21,5.988,425.0,0.08554,3.588,4948.0,0.75,0.79,-0.02,351.239,12.686,12.178,12.077,1.5624785041085405,0.3443922736851107,0.7772817916710147,3.694429690957083
Kepler-9 d,Kepler-9,2010.0,Transit,1.592851,1.64,1339.658,2026.0,0.02483,1.97,5777.0,1.02,1.07,0.12,628.257,12.71,12.391,12.337,0.20217515250904988,0.21484384804769785,3.1269939418946033,3.7617023675414125
K2-263 b,K2-263,2018.0,Transit,50.818947,2.41,8.17,470.0,0.0582,3.4872,5368.0,0.85,0.88,-0.08,162.481,10.216,9.814,9.748,1.7060256619574181,0.3820170425748684,0.9122220565324155,3.729812507160936
K2-189 b,K2-189,2018.0,Transit,2.58812,1.403,497.0,1203.0,0.03,2.22,5442.0,0.879,0.85,-0.1,242.113,11.038,10.701,10.589,0.412984408831913,0.14705767102835993,2.696356388733332,3.735758537443739
K2-199 b,K2-199,2018.0,Transit,3.2253993,1.73,116.2,913.0,0.0726,2.017,4491.0,0.682,0.711,-0.01,107.518,10.277,9.726,9.625,0.5085834873594995,0.2380461031287954,2.065206128054312,3.652343055062715
K2-151 b,K2-151,2018.0,Transit,3.835476,1.49,20.8,566.0,0.0983,1.5408,3695.0,0.45,0.47,-0.19,69.4798,10.93,10.335,10.117,0.5838192695484028,0.17318626841227402,1.3180633349627615,3.5676144427308447
Kepler-197 b,Kepler-197,2014.0,Transit,5.599308,1.02,431.256,1142.0,0.00848,3.681,6004.0,1.12,0.857,-0.441,330.575,10.814,10.577,10.535,0.7481343573005615,0.00860017176191757,2.634735150397306,3.7784406835712327
TOI-128.01,TOI-128,2024.0,Transit,4.9404681,2.21898,182.406,1344.51,0.0455,1.966,6086.0,1.13,0.851969,,68.4727,7.311,7.018,6.932,0.6937680994531712,0.3461533878882582,2.2610391197601296,3.7843319480221482
Kepler-65 c,Kepler-65,2012.0,Transit,5.859944,2.58,609.992,1246.0,0.0282,3.928,6211.0,1.41,1.25,0.17,303.728,10.066,9.852,9.806,0.7678934657438253,0.41161970596323016,2.7853241393080816,3.793161529245551
Kepler-123 b,Kepler-123,2014.0,Transit,17.232366,2.94,138.807,817.0,0.05098,4.566,6089.0,1.264,1.079,-0.08,1021.66,12.982,12.725,12.655,1.2363449100771868,0.46834733041215726,2.1424113680260213,3.7845459740545224
Kepler-267 b,Kepler-267,2014.0,Transit,3.353728,1.98,45.843,615.0,0.12647,1.494,4258.0,0.555,0.541571,-0.18,264.993,13.334,12.675,12.485,0.525527836776547,0.2966651902615311,1.6612730304430585,3.629205657102304
Kepler-1713 b,Kepler-1713,2021.0,Transit,18.01160049,1.71673535,144.3,900.0,0.01029,6.7367,6477.0,1.459,1.3,0.1,295.293,9.969,9.796,9.754,1.2555523054398692,0.234703349969661,2.159266331093494,3.811373897053893
Kepler-263 b,Kepler-263,2014.0,Transit,16.568087,2.67,24.308,548.0,0.13224,4.143,5265.0,0.785,0.793,-0.0314,754.747,13.994,13.531,13.548,1.2192723663972698,0.42651126136457523,1.3857492276752787,3.721398375521505
Kepler-746 b,Kepler-746,2016.0,Transit,3.48159251,1.11,421.61,1156.0,0.01352,1.8389,5418.0,0.93,0.91,0.09,450.0,12.307,11.883,11.815,0.541777939379112,0.045322978786657475,2.6249109031848374,3.7338390006971496
Kepler-1738 b,Kepler-1738,2021.0,Transit,7.674630165,2.82472883,198.67,957.0,0.0503,1.9374,6063.0,1.001,1.079,-0.02,1302.87,14.247,13.96,13.851,0.8850574563095277,0.4509767624962572,2.2981322917796096,3.7826875682349663
Kepler-754 b,Kepler-754,2016.0,Transit,14.5596237,2.01,216.473,758.0,0.02906,5.76,5935.0,1.08,1.06,0.05,1770.27,13.895,13.566,13.516,1.1631501505865363,0.30319605742048883,2.335403735875289,3.77342072329061
K2-138 c,K2-138,2017.0,Transit,3.56004,2.299,279.0,1012.0,,2.38,5356.3,0.863,0.935,0.14,202.585,10.756,10.384,10.305,0.551454877658741,0.36153897126927903,2.4456042032735974,3.7288648933391975
Kepler-268 b,Kepler-268,2014.0,Transit,25.934138,2.55,64.933,695.0,0.04145,4.571,6081.0,1.274,1.109,0.0009,851.87,12.675,12.411,12.382,1.4138718174707312,0.4065401804339551,1.81246546837942,3.7839750034126713
K2-4 b,K2-4,2015.0,Transit,10.003417,2.1,15.6,563.0,0.1482,2.9232,4014.73,0.569359,0.635026,-0.12,231.828,12.367,11.747,11.571,1.0001483730763696,0.3222192947339193,1.1931245983544616,3.6036563432752193
Kepler-772 b,Kepler-772,2016.0,Transit,12.99207337,1.82,264.576,866.0,0.02706,5.9838,5714.0,1.11,0.98,0.03,1130.21,12.739,12.339,12.299,1.1136784644907087,0.2600713879850748,2.4225504462751566,3.756940236046724
K2-21 c,K2-21,2015.0,Transit,15.50192,2.49,5.1,420.0,0.1294,2.333,4222.06,0.646783,0.676023,-0.11,83.6448,10.251,9.633,9.417,1.190385491316414,0.3961993470957364,0.7075701760979364,3.6255244008057823
K2-9 b,K2-9,2015.0,Transit,18.4498,2.25,1.36,314.0,0.399,2.8397,3390.0,0.31,0.3,-0.25,82.9631,12.451,11.71,11.495,1.2659916626703007,0.3521825181113625,0.13353890837021754,3.530199698203082
K2-8 b,K2-8,2015.0,Transit,10.35239,3.58,37.7,631.0,0.147,3.362,4870.0,0.74,0.78,-0.02,403.513,12.829,12.318,12.245,1.0150406245743855,0.5538830266438743,1.5763413502057928,3.6875289612146345
Kepler-36 b,Kepler-36,2012.0,Transit,13.86825,1.498,247.0,978.0,0.00846,7.2783,5979.0,1.634,1.034,-0.18,527.956,11.124,10.85,10.788,1.1420216619893961,0.17551181336344768,2.392696953259666,3.7766285534201502
KOI-984 b,KOI-984,2022.0,Transit,4.2881785,4.3,186.31,1022.0,0.229,1.58,5295.0,0.818,0.928,0.12,252.667,10.457,10.096,10.016,0.6322728550316209,0.6334684555795865,2.2702361658370123,3.7238659644435037
K2-233 d,K2-233,2018.0,Transit,24.3681,2.363,12.7,525.0,,3.791,4796.0,0.71,0.79,-0.082,67.5062,8.968,8.501,8.375,1.3868216682210825,0.373463721632369,1.1038037209559568,3.6808791744268112
HD 110082 b,HD 110082,2021.0,Transit,10.18271,3.2,198.3948,957.2,0.06674752,2.91,6200.0,1.19,1.21,0.08,105.096,8.272,8.014,8.002,1.0078633753895851,0.505149978319906,2.297530284950713,3.792391689498254
Kepler-262 c,Kepler-262,2014.0,Transit,21.853722,1.64,25.26,618.0,0.03556,3.49,5841.0,0.881,0.816,-0.3382,613.129,13.118,12.759,12.732,1.3395254141394892,0.21484384804769785,1.402433346219312,3.766487206239694
GJ 9827 b,GJ 9827,2017.0,Transit,1.208974,1.44,318.0,1035.01,0.0586,1.25976,4236.0,0.58,0.62,-0.29,29.661,7.984,7.379,7.193,0.08241696109406643,0.15836249209524964,2.5024271199844326,3.6269559514354475
Kepler-761 b,Kepler-761,2016.0,Transit,10.12804789,2.03,95.447,767.0,0.04774,3.3632,5706.0,0.93,0.95,-0.09,830.707,13.563,13.156,13.202,1.0055257462192482,0.3074960379132129,1.9797622826100314,3.7563317673210577
EPIC 220674823 c,EPIC 220674823,2016.0,Transit,13.33989,2.84,70.0,804.0,0.0693,3.661,5578.0,0.99,0.913,-0.005,244.59,10.77,10.454,10.344,1.125152248426859,0.45331834004703764,1.845098040014257,3.746478509930031
Kepler-766 b,Kepler-766,2016.0,Transit,6.10027804,3.39,227.15,990.0,0.07666,4.7487,5992.0,1.15,1.1,0.09,2297.62,14.398,14.128,13.994,0.7853496298445197,0.5301996982030822,2.356312741150645,3.77757180469141
K2-229 b,K2-229,2018.0,Transit,0.584216,1.0,2290.0,1818.0,0.01625,1.5,5315.0,0.79,0.87,-0.09,102.564,9.518,9.126,9.05,-0.2334265531198177,0.0,3.359835482339888,3.7255032688593155
Kepler-758 b,Kepler-758,2016.0,Transit,12.1097104,2.48,349.193,1005.0,0.02847,5.8,6228.0,1.42,1.16,-0.1,1502.32,13.37,13.146,13.11,1.0831337572482675,0.3944516808262163,2.54306552915769,3.7943486038960827
K2-128 b,K2-128,2017.0,Transit,5.675819,1.42,68.8,,0.0332,1.8048,4469.51,0.777569,0.711248,-0.26,114.637,10.491,9.965,9.815,0.7540285374981581,0.15228834438305647,1.8375884382355112,3.6502599132973157
K2-129 b,K2-129,2017.0,Transit,8.239493,1.04,4.5,,0.0858,1.512,3459.09,0.36001,0.360031,,27.7957,9.697,9.102,8.852,0.9159004891150079,0.01703333929878037,0.6532125137753437,3.5389618618105114
K2-148 c,K2-148,2018.0,Transit,6.9226,1.73,26.5,,0.0537,2.0304,4079.0,0.632,0.65,-0.11,124.458,11.082,10.457,10.292,0.8402692380376208,0.2380461031287954,1.423245873936808,3.6105537053170944
K2-149 b,K2-149,2018.0,Transit,11.332,1.64,7.0,,,,3745.0,0.568,0.595,0.11,123.676,11.452,10.762,10.561,1.0543065658483997,0.21484384804769785,0.8450980400142568,3.5734518220354854
K2-233 b,K2-233,2018.0,Transit,2.467583,1.315,269.0,1127.0,,1.882,4796.0,0.71,0.79,-0.082,67.5062,8.968,8.501,8.375,0.3922717695831168,0.11892575282577665,2.429752280002408,3.6808791744268112
Kepler-805 b,Kepler-805,2016.0,Transit,30.8638931,2.89,86.473,743.0,0.02565,8.421,6112.0,1.65,1.19,-0.06,638.49,11.547,11.294,11.2,1.4894507060825815,0.4608978427565479,1.9368805261763284,3.7861833455676335
TOI-561 d,TOI-561,2020.0,Transit,25.71268,2.615,21.2,600.0,0.11514547,4.73,5342.0,0.843,0.806,-0.41,85.799,8.879,8.504,8.394,1.4101473449646422,0.4174716932032931,1.3263358609287514,3.727703883685354
HD 110113 b,HD 110113,2021.0,Transit,2.541,2.05,735.49,1371.0,0.0572,2.376,5732.0,0.968,0.997,0.14,106.307,8.903,8.594,8.502,0.40500466505036936,0.31175386105575426,2.866576772271784,3.758306181725307
Kepler-504 b,Kepler-504,2016.0,Transit,9.549275422,1.59,5.991,374.0,0.18269,1.7722,3519.0,0.33,0.33,-0.31,99.0688,12.0,11.374,11.155,0.9799704195245392,0.2013971243204515,0.777499319590365,3.5464192668351915
